epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
261,270873.0,1.24581,1.53988,1.25978,0.61268,0.46496,0.50079,0.35089,1.14849,1.23613,1.16877,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
262,271909.0,1.246,1.53967,1.26003,0.61851,0.46277,0.50038,0.35063,1.14873,1.23607,1.1689,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322
263,272943.0,1.24355,1.53773,1.26,0.62078,0.4605,0.5008,0.35079,1.14765,1.23553,1.16841,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124
264,273977.0,1.24721,1.53713,1.25943,0.61439,0.46404,0.5011,0.3514,1.14723,1.23553,1.16847,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926
265,275015.0,1.24518,1.53835,1.25976,0.61453,0.46361,0.50067,0.35127,1.14758,1.2353,1.1686,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728
266,276053.0,1.24596,1.53466,1.25972,0.62037,0.46329,0.50172,0.35149,1.14746,1.23573,1.16856,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
267,277088.0,1.24388,1.53386,1.25784,0.61777,0.4646,0.50187,0.35155,1.14725,1.23533,1.16858,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332
268,278125.0,1.2436,1.53713,1.25802,0.61812,0.46475,0.50229,0.35213,1.14715,1.23489,1.16811,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134
269,279164.0,1.24418,1.5356,1.25772,0.61872,0.46382,0.50269,0.35225,1.14611,1.2339,1.1672,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936
270,280200.0,1.24456,1.53547,1.25846,0.61094,0.46608,0.50188,0.35219,1.14609,1.2336,1.16739,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738
271,281234.0,1.24258,1.53736,1.25834,0.60832,0.46681,0.50115,0.3518,1.14588,1.23376,1.16702,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
272,282267.0,1.24132,1.53019,1.25748,0.61002,0.46478,0.50114,0.35134,1.14576,1.23403,1.16699,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342
273,283304.0,1.24173,1.53321,1.25791,0.6114,0.46618,0.50152,0.35183,1.14557,1.2334,1.16682,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144
274,284344.0,1.24199,1.53104,1.25741,0.61157,0.46776,0.50147,0.35214,1.14542,1.2329,1.16671,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946
275,285385.0,1.24093,1.5279,1.25494,0.61496,0.46619,0.50173,0.35256,1.1454,1.2319,1.16629,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748
276,286426.0,1.24078,1.53046,1.25609,0.61986,0.46493,0.50222,0.35317,1.14452,1.23141,1.16566,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
277,287458.0,1.24114,1.52897,1.25699,0.62596,0.46229,0.50312,0.35321,1.14479,1.23161,1.1658,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352
278,288491.0,1.23963,1.53061,1.25657,0.62112,0.46396,0.50248,0.35332,1.14479,1.23131,1.16585,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154
279,289530.0,1.24136,1.52796,1.25622,0.62007,0.46272,0.50288,0.35293,1.14528,1.232,1.16627,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956
280,290569.0,1.23962,1.52712,1.25564,0.62083,0.46286,0.50267,0.3532,1.14471,1.23183,1.16557,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758
281,291609.0,1.24148,1.52479,1.25566,0.6202,0.46334,0.50254,0.35294,1.14432,1.23084,1.16522,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
282,292649.0,1.23941,1.5239,1.25454,0.61908,0.46337,0.50267,0.35302,1.14426,1.23119,1.16491,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362
283,293685.0,1.24063,1.52605,1.25578,0.61203,0.46784,0.50306,0.35352,1.14381,1.2315,1.16454,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164
284,294725.0,1.23723,1.52307,1.25496,0.61645,0.46538,0.5031,0.35324,1.14387,1.23106,1.16427,0.0131898,0.0043966,0.0131898,0.0043966,0.0131898,0.0043966,0.0131898,0.0043966
285,295765.0,1.23941,1.52174,1.25451,0.61597,0.46401,0.50251,0.35327,1.14399,1.23167,1.16424,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768
286,296802.0,1.23729,1.52038,1.25378,0.62046,0.46163,0.50305,0.35346,1.1439,1.23126,1.16395,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
287,297836.0,1.24003,1.5197,1.2551,0.62983,0.45885,0.50361,0.35387,1.14388,1.23015,1.1641,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372
288,298870.0,1.23752,1.52144,1.25379,0.63374,0.45768,0.50353,0.35381,1.14339,1.22928,1.16369,0.0129522,0.0043174,0.0129522,0.0043174,0.0129522,0.0043174,0.0129522,0.0043174
289,299907.0,1.23842,1.51975,1.25422,0.63869,0.45725,0.50403,0.35389,1.14328,1.22893,1.16347,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976
290,300944.0,1.23844,1.52344,1.254,0.63984,0.45588,0.50428,0.35416,1.14243,1.22789,1.16295,0.0128334,0.0042778,0.0128334,0.0042778,0.0128334,0.0042778,0.0128334,0.0042778
291,301975.0,1.23529,1.5178,1.25315,0.62735,0.45952,0.50463,0.35404,1.14243,1.22763,1.16313,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
292,303011.0,1.23797,1.51769,1.25237,0.62848,0.45929,0.50431,0.35418,1.14301,1.22742,1.16331,0.0127146,0.0042382,0.0127146,0.0042382,0.0127146,0.0042382,0.0127146,0.0042382
293,304048.0,1.23738,1.52055,1.25368,0.62506,0.46048,0.50383,0.35403,1.14316,1.22791,1.16314,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184
294,305082.0,1.23652,1.5154,1.252,0.62746,0.46017,0.50404,0.35424,1.14388,1.22764,1.1632,0.0125958,0.0041986,0.0125958,0.0041986,0.0125958,0.0041986,0.0125958,0.0041986
295,306120.0,1.2355,1.51441,1.25227,0.62732,0.46075,0.5043,0.35431,1.14367,1.22752,1.163,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788
296,307154.0,1.23839,1.5162,1.25333,0.63053,0.46048,0.50416,0.35426,1.14349,1.22675,1.16276,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
297,308189.0,1.23456,1.51434,1.25171,0.62792,0.46256,0.50418,0.35466,1.14335,1.22628,1.16268,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392
298,309226.0,1.23512,1.51313,1.25116,0.62015,0.46632,0.50395,0.35438,1.14313,1.22671,1.16263,0.0123582,0.0041194,0.0123582,0.0041194,0.0123582,0.0041194,0.0123582,0.0041194
299,310268.0,1.23492,1.5093,1.25152,0.61953,0.46721,0.50395,0.35442,1.14399,1.22616,1.16304,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996
300,311309.0,1.23538,1.51177,1.25146,0.62001,0.46672,0.50438,0.35463,1.14402,1.22578,1.16289,0.0122394,0.0040798,0.0122394,0.0040798,0.0122394,0.0040798,0.0122394,0.0040798
301,312343.0,1.23569,1.51166,1.25049,0.62366,0.46482,0.50394,0.35441,1.14393,1.2261,1.16311,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
302,313376.0,1.23242,1.50985,1.25211,0.62442,0.46426,0.50367,0.35424,1.14375,1.22591,1.16313,0.0121206,0.0040402,0.0121206,0.0040402,0.0121206,0.0040402,0.0121206,0.0040402
303,314413.0,1.23431,1.50741,1.25002,0.62199,0.46587,0.50376,0.35424,1.14371,1.22559,1.1627,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204
304,315445.0,1.23059,1.50801,1.24955,0.62662,0.46369,0.50413,0.35411,1.14379,1.22498,1.16239,0.0120018,0.0040006,0.0120018,0.0040006,0.0120018,0.0040006,0.0120018,0.0040006
305,316483.0,1.23291,1.51016,1.25084,0.62041,0.46614,0.50422,0.35405,1.14409,1.2245,1.16264,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808
306,317517.0,1.23081,1.50504,1.24972,0.62054,0.46577,0.50419,0.35425,1.14326,1.22364,1.16254,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
307,318548.0,1.23262,1.50482,1.24905,0.62253,0.46665,0.50463,0.35439,1.14263,1.22297,1.16214,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412
308,319585.0,1.23208,1.50435,1.24947,0.62923,0.46323,0.50455,0.35474,1.14231,1.22202,1.16192,0.0117642,0.0039214,0.0117642,0.0039214,0.0117642,0.0039214,0.0117642,0.0039214
309,320620.0,1.23059,1.5036,1.24835,0.63355,0.46101,0.50505,0.35467,1.14203,1.22188,1.16138,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016
310,321658.0,1.23026,1.50499,1.24791,0.63064,0.46277,0.50531,0.35512,1.14227,1.22095,1.16139,0.0116454,0.0038818,0.0116454,0.0038818,0.0116454,0.0038818,0.0116454,0.0038818
311,322695.0,1.23373,1.50652,1.24981,0.63301,0.46282,0.50602,0.35548,1.14162,1.22027,1.161,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
312,323734.0,1.23057,1.50141,1.24813,0.62627,0.46487,0.50606,0.35532,1.14148,1.22085,1.16098,0.0115266,0.0038422,0.0115266,0.0038422,0.0115266,0.0038422,0.0115266,0.0038422
313,324770.0,1.22913,1.50116,1.24785,0.62688,0.46406,0.50557,0.35528,1.14143,1.2213,1.16115,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224
314,325806.0,1.23158,1.50315,1.24905,0.62365,0.46628,0.50565,0.35554,1.14168,1.22094,1.16128,0.0114078,0.0038026,0.0114078,0.0038026,0.0114078,0.0038026,0.0114078,0.0038026
315,326846.0,1.2301,1.50154,1.24832,0.61099,0.47024,0.50567,0.35554,1.14137,1.22071,1.161,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828
316,327888.0,1.22853,1.50182,1.24825,0.61211,0.46838,0.50588,0.35584,1.14091,1.22079,1.16089,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
317,328923.0,1.22936,1.5004,1.24764,0.61928,0.46675,0.50616,0.35611,1.14064,1.22043,1.16047,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432
318,329963.0,1.22668,1.49802,1.24698,0.62563,0.46417,0.50607,0.35618,1.14041,1.2198,1.16031,0.0111702,0.0037234,0.0111702,0.0037234,0.0111702,0.0037234,0.0111702,0.0037234
319,331000.0,1.22674,1.49335,1.2456,0.61594,0.47265,0.50706,0.35652,1.14015,1.21895,1.15972,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036
320,332040.0,1.22814,1.49708,1.24664,0.61256,0.47418,0.50715,0.35711,1.14053,1.21904,1.15996,0.0110514,0.0036838,0.0110514,0.0036838,0.0110514,0.0036838,0.0110514,0.0036838
321,333080.0,1.22979,1.49491,1.24707,0.61481,0.47014,0.5068,0.35729,1.14011,1.2191,1.15915,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
322,334113.0,1.22665,1.49388,1.24548,0.62106,0.46931,0.50686,0.35712,1.14062,1.21889,1.15955,0.0109326,0.0036442,0.0109326,0.0036442,0.0109326,0.0036442,0.0109326,0.0036442
323,335148.0,1.22797,1.49546,1.2466,0.62483,0.46418,0.50668,0.35714,1.14053,1.21853,1.1594,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244
324,336186.0,1.22721,1.49566,1.24707,0.61528,0.47258,0.50751,0.35744,1.13955,1.2178,1.15876,0.0108138,0.0036046,0.0108138,0.0036046,0.0108138,0.0036046,0.0108138,0.0036046
325,337228.0,1.22592,1.4921,1.24606,0.61631,0.47223,0.50788,0.35784,1.13928,1.21733,1.15861,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848
326,338271.0,1.22802,1.49522,1.24622,0.60909,0.47629,0.50833,0.35798,1.1394,1.21725,1.15845,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
327,339309.0,1.22498,1.49382,1.24584,0.61114,0.47626,0.5087,0.35806,1.1387,1.21713,1.1579,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452
328,340344.0,1.22448,1.49149,1.2453,0.61467,0.47262,0.50871,0.35776,1.13875,1.21665,1.15809,0.0105762,0.0035254,0.0105762,0.0035254,0.0105762,0.0035254,0.0105762,0.0035254
329,341383.0,1.22455,1.48861,1.2435,0.61936,0.4705,0.50854,0.35786,1.13843,1.21675,1.15787,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056
330,342427.0,1.22496,1.48683,1.24407,0.62084,0.46898,0.50851,0.35818,1.13806,1.21648,1.15791,0.0104574,0.0034858,0.0104574,0.0034858,0.0104574,0.0034858,0.0104574,0.0034858
331,343469.0,1.22394,1.48722,1.24449,0.61724,0.46997,0.50814,0.35816,1.13788,1.2166,1.158,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
332,344510.0,1.22502,1.4871,1.24371,0.6182,0.47001,0.50832,0.35848,1.13779,1.21647,1.15778,0.0103386,0.0034462,0.0103386,0.0034462,0.0103386,0.0034462,0.0103386,0.0034462
333,345547.0,1.2221,1.48628,1.24393,0.62196,0.46835,0.50804,0.35839,1.13788,1.2157,1.15761,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264
334,346589.0,1.22286,1.48329,1.24264,0.62199,0.46903,0.50835,0.35845,1.13844,1.21561,1.15787,0.0102198,0.0034066,0.0102198,0.0034066,0.0102198,0.0034066,0.0102198,0.0034066
335,347631.0,1.22164,1.48249,1.24208,0.62662,0.46591,0.50864,0.35842,1.13808,1.21521,1.15738,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868
336,348673.0,1.22286,1.48189,1.24237,0.62393,0.46729,0.50931,0.3586,1.1381,1.2145,1.15746,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
337,349707.0,1.22151,1.48044,1.24165,0.61893,0.47018,0.50947,0.35866,1.13802,1.21313,1.15713,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472
338,350745.0,1.22052,1.48153,1.24164,0.61142,0.4754,0.50984,0.35891,1.13735,1.21169,1.15702,0.0099822,0.0033274,0.0099822,0.0033274,0.0099822,0.0033274,0.0099822,0.0033274
339,351783.0,1.22126,1.47843,1.2423,0.61149,0.47663,0.51011,0.35898,1.137,1.21087,1.15672,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076
340,352825.0,1.22194,1.481,1.24254,0.62483,0.47096,0.5098,0.35862,1.13693,1.21149,1.15657,0.0098634,0.0032878,0.0098634,0.0032878,0.0098634,0.0032878,0.0098634,0.0032878
341,353864.0,1.22085,1.47928,1.2411,0.62333,0.47041,0.51031,0.35906,1.13735,1.2118,1.15692,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
342,354908.0,1.22161,1.4783,1.24226,0.63147,0.46613,0.51013,0.35887,1.13679,1.21191,1.15694,0.0097446,0.0032482,0.0097446,0.0032482,0.0097446,0.0032482,0.0097446,0.0032482
343,355950.0,1.21991,1.47472,1.24133,0.62784,0.4697,0.51066,0.35906,1.13636,1.2114,1.1566,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284
344,356990.0,1.21911,1.47661,1.24156,0.6238,0.46801,0.51012,0.35917,1.1363,1.21136,1.15665,0.0096258,0.0032086,0.0096258,0.0032086,0.0096258,0.0032086,0.0096258,0.0032086
345,358027.0,1.21967,1.47392,1.24176,0.62586,0.46803,0.51034,0.35945,1.13588,1.21064,1.15657,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888
346,359061.0,1.21938,1.47591,1.24045,0.62471,0.46767,0.51017,0.35964,1.13588,1.21011,1.15641,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
347,360099.0,1.21846,1.47335,1.24055,0.61991,0.4719,0.51058,0.35989,1.1357,1.20948,1.15619,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492
348,361141.0,1.21826,1.472,1.23922,0.62342,0.47142,0.51078,0.35983,1.13614,1.20935,1.15619,0.0093882,0.0031294,0.0093882,0.0031294,0.0093882,0.0031294,0.0093882,0.0031294
349,362180.0,1.21696,1.47215,1.2397,0.62684,0.4708,0.51178,0.36079,1.13639,1.20924,1.15614,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096
350,363213.0,1.21677,1.46911,1.23929,0.62569,0.47255,0.5125,0.36115,1.13648,1.20939,1.15583,0.0092694,0.0030898,0.0092694,0.0030898,0.0092694,0.0030898,0.0092694,0.0030898
351,364251.0,1.21723,1.46849,1.23861,0.62138,0.47319,0.51209,0.36187,1.13596,1.20865,1.15525,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
352,365285.0,1.21625,1.47063,1.23813,0.62378,0.4706,0.51195,0.36159,1.13569,1.20826,1.15505,0.0091506,0.0030502,0.0091506,0.0030502,0.0091506,0.0030502,0.0091506,0.0030502
353,366326.0,1.21623,1.46865,1.23894,0.62561,0.46947,0.51147,0.36081,1.1349,1.20821,1.15442,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304
354,367364.0,1.21485,1.46641,1.23826,0.62335,0.4738,0.51185,0.3609,1.13544,1.20808,1.15469,0.0090318,0.0030106,0.0090318,0.0030106,0.0090318,0.0030106,0.0090318,0.0030106
355,368403.0,1.21614,1.46559,1.23782,0.62325,0.47273,0.51176,0.36114,1.13509,1.20736,1.15435,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908
356,369444.0,1.21369,1.46304,1.23778,0.62996,0.46901,0.51155,0.36153,1.1346,1.20774,1.1538,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
357,370480.0,1.21492,1.46514,1.23853,0.63186,0.46982,0.51255,0.3615,1.13426,1.20741,1.15341,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512
358,371522.0,1.21514,1.46393,1.23768,0.6318,0.46889,0.5124,0.36121,1.1349,1.20708,1.15384,0.0087942,0.0029314,0.0087942,0.0029314,0.0087942,0.0029314,0.0087942,0.0029314
359,372563.0,1.21391,1.46205,1.23682,0.63139,0.47022,0.51274,0.36123,1.13386,1.20617,1.15328,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116
360,373601.0,1.21416,1.46095,1.2359,0.6234,0.47415,0.51265,0.36132,1.13417,1.20603,1.15372,0.0086754,0.0028918,0.0086754,0.0028918,0.0086754,0.0028918,0.0086754,0.0028918
361,374636.0,1.21243,1.45721,1.23565,0.63014,0.47148,0.51326,0.36171,1.13442,1.20531,1.15375,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
362,375679.0,1.21212,1.45746,1.23564,0.63206,0.47239,0.51297,0.36173,1.13459,1.20531,1.15368,0.0085566,0.0028522,0.0085566,0.0028522,0.0085566,0.0028522,0.0085566,0.0028522
363,376719.0,1.21177,1.45547,1.2354,0.62776,0.4732,0.51366,0.36206,1.13436,1.20516,1.15347,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324
364,377760.0,1.21042,1.45669,1.23508,0.62703,0.47481,0.51368,0.36199,1.13429,1.20478,1.15342,0.0084378,0.0028126,0.0084378,0.0028126,0.0084378,0.0028126,0.0084378,0.0028126
365,378799.0,1.2112,1.45752,1.23444,0.62938,0.47418,0.51359,0.36222,1.13444,1.20369,1.15332,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928
366,379835.0,1.21109,1.45235,1.235,0.62663,0.47626,0.51375,0.36217,1.13413,1.20319,1.15319,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
367,380872.0,1.21173,1.45555,1.23607,0.62005,0.47825,0.51341,0.36217,1.13472,1.20338,1.15377,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532
368,381901.0,1.21137,1.45388,1.23439,0.62515,0.47672,0.51395,0.36227,1.13513,1.20267,1.15392,0.0082002,0.0027334,0.0082002,0.0027334,0.0082002,0.0027334,0.0082002,0.0027334
369,382939.0,1.21099,1.45241,1.23462,0.63649,0.4707,0.51408,0.3624,1.13477,1.20219,1.15388,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136
370,383981.0,1.20928,1.45042,1.23378,0.63181,0.47304,0.51417,0.36263,1.13413,1.20191,1.15357,0.0080814,0.0026938,0.0080814,0.0026938,0.0080814,0.0026938,0.0080814,0.0026938
371,385017.0,1.20771,1.45143,1.23335,0.62714,0.47447,0.51431,0.3629,1.13376,1.20176,1.15324,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
372,386052.0,1.20974,1.45029,1.23376,0.62477,0.47562,0.51432,0.36298,1.13316,1.20211,1.15274,0.0079626,0.0026542,0.0079626,0.0026542,0.0079626,0.0026542,0.0079626,0.0026542
373,387090.0,1.2089,1.45133,1.23341,0.63233,0.47331,0.51466,0.36359,1.13333,1.20189,1.15263,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344
374,388127.0,1.20827,1.44854,1.23313,0.63173,0.47363,0.51486,0.36316,1.1326,1.20139,1.1523,0.0078438,0.0026146,0.0078438,0.0026146,0.0078438,0.0026146,0.0078438,0.0026146
375,389165.0,1.20683,1.44484,1.23234,0.62232,0.47797,0.51555,0.36346,1.1332,1.20055,1.15248,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948
376,390197.0,1.20733,1.4486,1.23354,0.63193,0.47345,0.51579,0.36405,1.13285,1.19988,1.15224,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
377,391234.0,1.20462,1.44351,1.23149,0.62877,0.47548,0.51587,0.36412,1.13287,1.19985,1.15232,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552
378,392276.0,1.20741,1.44439,1.23242,0.6244,0.47904,0.51591,0.36423,1.1323,1.1994,1.15174,0.0076062,0.0025354,0.0076062,0.0025354,0.0076062,0.0025354,0.0076062,0.0025354
379,393317.0,1.20484,1.44274,1.23054,0.62637,0.47881,0.51643,0.36454,1.13156,1.19817,1.15124,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156
380,394359.0,1.20538,1.4423,1.23154,0.62934,0.47738,0.51681,0.3649,1.13122,1.19795,1.15104,0.0074874,0.0024958,0.0074874,0.0024958,0.0074874,0.0024958,0.0074874,0.0024958
381,395394.0,1.20443,1.44065,1.23009,0.62656,0.47804,0.51707,0.36488,1.13052,1.19798,1.15051,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
382,396435.0,1.20432,1.44098,1.23125,0.6237,0.4776,0.51719,0.36475,1.12989,1.19778,1.14976,0.0073686,0.0024562,0.0073686,0.0024562,0.0073686,0.0024562,0.0073686,0.0024562
383,397471.0,1.20247,1.43673,1.22896,0.62233,0.47798,0.5167,0.36475,1.12948,1.19686,1.14924,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364
384,398510.0,1.20432,1.43907,1.22951,0.6266,0.47461,0.51627,0.36477,1.12902,1.19615,1.14893,0.0072498,0.0024166,0.0072498,0.0024166,0.0072498,0.0024166,0.0072498,0.0024166
385,399546.0,1.20271,1.43511,1.22939,0.62341,0.47573,0.51616,0.36471,1.12923,1.19629,1.14891,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968
386,400586.0,1.20472,1.43597,1.22954,0.62696,0.47711,0.51702,0.36491,1.12954,1.1956,1.14895,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
387,401620.0,1.20174,1.43351,1.22873,0.62536,0.47824,0.51744,0.36523,1.12917,1.19548,1.14855,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572
388,402658.0,1.20211,1.43223,1.22747,0.6204,0.48087,0.51788,0.36522,1.12885,1.19451,1.14869,0.0070122,0.0023374,0.0070122,0.0023374,0.0070122,0.0023374,0.0070122,0.0023374
389,403693.0,1.20032,1.43122,1.22812,0.62607,0.48018,0.51744,0.36496,1.12887,1.19426,1.14873,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176
390,404731.0,1.20034,1.43172,1.22664,0.62356,0.48035,0.51731,0.36578,1.12848,1.19384,1.14795,0.0068934,0.0022978,0.0068934,0.0022978,0.0068934,0.0022978,0.0068934,0.0022978
391,405770.0,1.2004,1.42971,1.22642,0.62922,0.47776,0.51724,0.36541,1.12882,1.1941,1.1481,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
392,406805.0,1.20007,1.42636,1.22699,0.62225,0.48165,0.51716,0.36555,1.12765,1.19284,1.14754,0.0067746,0.0022582,0.0067746,0.0022582,0.0067746,0.0022582,0.0067746,0.0022582
393,407843.0,1.1995,1.42958,1.22733,0.62919,0.4782,0.5172,0.36559,1.12761,1.19296,1.14752,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384
394,408883.0,1.19921,1.42839,1.22669,0.6278,0.47898,0.51798,0.36615,1.12737,1.19183,1.1472,0.0066558,0.0022186,0.0066558,0.0022186,0.0066558,0.0022186,0.0066558,0.0022186
