epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,131985.0,1.27878,1.62207,1.28374,0.58579,0.45732,0.48438,0.33873,1.16114,1.27654,1.18208,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
128,133018.0,1.27809,1.62315,1.28465,0.58465,0.45543,0.48477,0.33926,1.16115,1.27563,1.18168,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
129,134057.0,1.27743,1.62426,1.28475,0.59044,0.45263,0.48459,0.33903,1.16094,1.27601,1.18164,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
130,135099.0,1.27809,1.62027,1.28349,0.58406,0.45608,0.48439,0.33864,1.16073,1.27684,1.18118,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
131,136137.0,1.27767,1.61808,1.28365,0.58101,0.45728,0.48468,0.33886,1.16073,1.27664,1.18102,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
132,137174.0,1.27714,1.61746,1.28294,0.584,0.45573,0.48428,0.33848,1.16133,1.27598,1.18171,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,138207.0,1.27692,1.62068,1.28258,0.57162,0.46044,0.48394,0.33865,1.16074,1.2751,1.18121,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,139246.0,1.27658,1.61528,1.28214,0.57805,0.45903,0.48401,0.33849,1.15992,1.27423,1.18043,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,140282.0,1.27811,1.62386,1.28372,0.57424,0.46093,0.48393,0.33862,1.15996,1.27366,1.18027,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,141322.0,1.27622,1.61872,1.28326,0.57726,0.46089,0.48377,0.33823,1.15936,1.27376,1.18007,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
137,142363.0,1.27496,1.61527,1.28123,0.57785,0.45952,0.48371,0.33846,1.15972,1.27359,1.18012,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
138,143401.0,1.27513,1.61702,1.28183,0.57378,0.46122,0.48352,0.33837,1.15974,1.27378,1.18066,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
139,144442.0,1.27629,1.61672,1.28322,0.58423,0.45648,0.48417,0.33836,1.15971,1.27332,1.18073,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
140,145485.0,inf,1.61545,1.283,0.57541,0.45851,0.48412,0.33882,1.15969,1.2729,1.18081,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
141,146521.0,1.2741,1.61322,1.28124,0.58049,0.45764,0.4847,0.33908,1.15985,1.27209,1.18083,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
142,147555.0,1.27607,1.61679,1.28347,0.57981,0.46101,0.48514,0.33927,1.15994,1.27207,1.18072,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
143,148589.0,1.27584,1.61209,1.28263,0.58661,0.45707,0.48548,0.33975,1.16042,1.27203,1.18119,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
144,149622.0,1.27664,1.61324,1.28219,0.58865,0.4566,0.48592,0.34011,1.16057,1.27177,1.1814,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
145,150656.0,1.2749,1.61189,1.28119,0.58819,0.45633,0.48584,0.34011,1.16029,1.27157,1.18103,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
146,151696.0,1.27401,1.61279,1.28243,0.59146,0.45582,0.48615,0.33989,1.16054,1.27128,1.18133,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
147,152735.0,1.27573,1.61224,1.28096,0.59061,0.45669,0.4872,0.34043,1.16022,1.27198,1.18107,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
148,153776.0,1.2733,1.60733,1.27944,0.59508,0.45261,0.48694,0.34046,1.16004,1.27152,1.18034,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
149,154815.0,1.27415,1.61264,1.2819,0.58912,0.45651,0.4867,0.34046,1.16034,1.27152,1.18008,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
150,155853.0,1.27182,1.60761,1.27954,0.59469,0.45326,0.48641,0.33994,1.15996,1.27086,1.1798,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
151,156890.0,1.27455,1.60993,1.28087,0.59094,0.45301,0.48651,0.34017,1.16019,1.2709,1.17978,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
152,157927.0,1.27318,1.6077,1.27971,0.59075,0.45231,0.48666,0.34046,1.15971,1.26972,1.17944,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
153,158961.0,1.2734,1.60799,1.28065,0.59168,0.45131,0.48614,0.34035,1.15958,1.26932,1.17937,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
154,159999.0,1.27232,1.60644,1.2796,0.59755,0.44842,0.4862,0.33992,1.15933,1.26793,1.17891,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
155,161037.0,1.273,1.60719,1.27897,0.60212,0.44631,0.48567,0.34017,1.15856,1.2667,1.17814,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
156,162078.0,1.27277,1.60797,1.27986,0.59141,0.45216,0.48593,0.34004,1.15874,1.26695,1.17831,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
157,163115.0,1.27397,1.60795,1.28041,0.6012,0.4485,0.48593,0.34029,1.15804,1.26668,1.17784,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
158,164153.0,1.27173,1.60338,1.27878,0.59964,0.44982,0.48635,0.341,1.15852,1.26659,1.17821,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
159,165193.0,1.27096,1.60478,1.27919,0.59685,0.45141,0.48627,0.34086,1.15877,1.2658,1.17884,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
160,166227.0,1.27085,1.60278,1.27799,0.59302,0.45347,0.48696,0.34105,1.15856,1.26536,1.17876,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
161,167266.0,1.27171,1.60453,1.27889,0.59764,0.45092,0.48733,0.34147,1.15884,1.26505,1.17889,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
162,168306.0,1.27303,1.60355,1.2783,0.59793,0.45425,0.48808,0.34189,1.15898,1.26455,1.17883,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
163,169343.0,1.27194,1.6041,1.2794,0.5996,0.45347,0.48748,0.34185,1.15787,1.26424,1.17834,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
164,170384.0,1.27128,1.60227,1.27759,0.59199,0.45669,0.48753,0.34188,1.15755,1.26338,1.17768,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
165,171414.0,1.26988,1.60179,1.27719,0.5985,0.4546,0.48805,0.34207,1.15695,1.26268,1.17711,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
166,172449.0,1.26995,1.60152,1.27805,0.58966,0.45777,0.48802,0.3419,1.15689,1.26374,1.17707,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
167,173489.0,1.2707,1.59902,1.27718,0.58891,0.45613,0.48739,0.34145,1.15722,1.26335,1.17701,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
168,174522.0,1.27021,1.60006,1.27798,0.58446,0.45716,0.48748,0.34126,1.15728,1.26376,1.1769,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
169,175550.0,1.26873,1.59826,1.27798,0.58682,0.45722,0.48766,0.34132,1.15683,1.26327,1.17694,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
170,176584.0,1.26988,1.59792,1.27769,0.58632,0.45863,0.48811,0.34156,1.15652,1.26287,1.1765,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
171,177622.0,1.26978,1.60136,1.27685,0.59271,0.45699,0.48842,0.34138,1.15681,1.26314,1.17666,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
172,178657.0,1.26913,1.59763,1.27621,0.59654,0.4572,0.48861,0.34186,1.15682,1.26209,1.17683,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142
173,179693.0,1.26959,1.59881,1.27756,0.59721,0.4567,0.48908,0.34229,1.15692,1.26084,1.17688,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
174,180727.0,1.27027,1.59516,1.27707,0.59335,0.45955,0.48928,0.34268,1.15664,1.26005,1.17675,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746
175,181755.0,1.2676,1.59649,1.27668,0.60182,0.45455,0.4897,0.34269,1.15667,1.25912,1.17707,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
176,182790.0,1.26665,1.59389,1.27549,0.59928,0.45754,0.49007,0.34283,1.15668,1.25951,1.17705,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
177,183830.0,1.2682,1.59607,1.27646,0.60163,0.45648,0.48983,0.34315,1.15731,1.25921,1.17728,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
178,184866.0,1.26833,1.59537,1.27735,0.59619,0.45897,0.48959,0.34279,1.1573,1.25964,1.17725,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954
179,185901.0,1.26895,1.5937,1.2753,0.60025,0.45606,0.48992,0.34264,1.15694,1.25938,1.17671,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
180,186939.0,1.26627,1.59175,1.27628,0.59975,0.45535,0.48916,0.34235,1.15661,1.2597,1.17669,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558
181,187973.0,1.26882,1.59262,1.27597,0.59542,0.45882,0.48898,0.34223,1.15667,1.25916,1.17694,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
182,189011.0,1.26643,1.59184,1.27539,0.59541,0.46055,0.48868,0.34232,1.15592,1.25841,1.17664,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162
183,190043.0,1.26428,1.58875,1.27413,0.59385,0.4601,0.48869,0.34209,1.15551,1.25707,1.17655,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
184,191079.0,1.26548,1.58972,1.27544,0.60107,0.45764,0.48936,0.34278,1.15446,1.25583,1.17588,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766
185,192120.0,1.26436,1.5927,1.2749,0.60115,0.45751,0.49,0.34268,1.15503,1.25616,1.17613,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
186,193162.0,1.26557,1.58913,1.27388,0.59919,0.4597,0.49034,0.34314,1.15491,1.25537,1.17581,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
187,194202.0,1.26671,1.58765,1.27419,0.59942,0.4598,0.49095,0.34344,1.15495,1.25533,1.17542,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
188,195239.0,1.26504,1.58941,1.27362,0.59905,0.45859,0.49065,0.34406,1.15514,1.25545,1.17567,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974
189,196281.0,1.26574,1.59186,1.27522,0.5933,0.46079,0.49029,0.3436,1.155,1.25569,1.17527,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
190,197319.0,1.26411,1.58563,1.27327,0.59137,0.46204,0.49053,0.3432,1.15493,1.25557,1.17553,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578
191,198359.0,1.26522,1.58616,1.27463,0.59323,0.46185,0.49059,0.34332,1.15519,1.25528,1.17582,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
192,199396.0,1.26372,1.58763,1.27394,0.59477,0.46089,0.49095,0.34364,1.15493,1.25421,1.1758,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182
193,200436.0,1.26325,1.58336,1.2721,0.59615,0.4615,0.49127,0.34362,1.15431,1.25347,1.1755,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
194,201472.0,1.26334,1.58417,1.27269,0.60101,0.45805,0.49107,0.34359,1.15405,1.25261,1.17525,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786
195,202509.0,1.26206,1.58211,1.27242,0.59813,0.45829,0.49164,0.34393,1.1533,1.25229,1.17464,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
196,203547.0,1.26284,1.58148,1.27209,0.60185,0.45922,0.49158,0.34399,1.15328,1.25256,1.1746,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
197,204587.0,1.26191,1.58219,1.27266,0.59493,0.46449,0.49154,0.34406,1.15367,1.25249,1.17476,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
198,205624.0,1.26286,1.58123,1.2717,0.5932,0.46373,0.49148,0.34417,1.15369,1.25325,1.17479,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994
199,206653.0,1.26243,1.58213,1.27187,0.59903,0.46147,0.4921,0.34411,1.1539,1.25288,1.17487,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
200,207686.0,1.26264,1.58123,1.27219,0.59573,0.46311,0.49158,0.34367,1.15334,1.25169,1.17434,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598
201,208725.0,1.26133,1.57876,1.27082,0.59758,0.46235,0.49199,0.344,1.15305,1.25241,1.17431,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
202,209762.0,1.26118,1.58108,1.27215,0.5981,0.46335,0.49249,0.34427,1.15269,1.25223,1.17394,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202
203,210803.0,1.25991,1.57815,1.27114,0.60078,0.46419,0.49271,0.3445,1.15308,1.25163,1.1744,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
204,211838.0,1.26228,1.58171,1.27232,0.59996,0.46274,0.49281,0.34469,1.15261,1.25141,1.17403,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806
205,212872.0,1.26034,1.57671,1.27103,0.60015,0.46182,0.49181,0.34394,1.1527,1.25155,1.17361,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
206,213913.0,1.26005,1.57535,1.26971,0.59967,0.46078,0.49229,0.34449,1.15278,1.25091,1.17343,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
207,214950.0,1.26053,1.57583,1.27094,0.59654,0.46288,0.49211,0.34431,1.15285,1.25128,1.17333,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
208,215990.0,1.26077,1.57407,1.26966,0.5965,0.46254,0.49155,0.34433,1.15272,1.25147,1.17328,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014
209,217032.0,1.26055,1.57617,1.27084,0.5931,0.46511,0.49196,0.3442,1.15299,1.25027,1.17335,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
210,218073.0,1.26047,1.57681,1.27038,0.59224,0.46657,0.49196,0.34435,1.1533,1.25028,1.17355,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618
211,219115.0,1.25939,1.57366,1.26961,0.58923,0.46768,0.49245,0.34439,1.15289,1.25051,1.17334,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
212,220154.0,1.25787,1.57354,1.27052,0.59391,0.46615,0.49296,0.34515,1.15344,1.25022,1.17404,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222
213,221194.0,1.25959,1.57534,1.27007,0.59491,0.46398,0.49286,0.34562,1.15346,1.24958,1.17383,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
214,222229.0,1.25791,1.56779,1.26818,0.60139,0.46258,0.49326,0.34536,1.1537,1.24872,1.17411,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826
215,223262.0,1.25786,1.57047,1.26934,0.60604,0.46118,0.49359,0.3455,1.15385,1.24774,1.17405,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
216,224297.0,1.25683,1.57106,1.27004,0.60851,0.46145,0.4945,0.34542,1.15348,1.2476,1.17356,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
217,225335.0,1.2577,1.56719,1.2684,0.60586,0.46295,0.4943,0.34598,1.15327,1.24821,1.17331,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
218,226371.0,1.25605,1.56789,1.2681,0.60684,0.46282,0.49532,0.34656,1.15271,1.24734,1.17293,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034
219,227404.0,1.25739,1.56764,1.26826,0.60736,0.46189,0.49521,0.34658,1.15261,1.24662,1.173,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
220,228443.0,1.25688,1.56675,1.26741,0.609,0.46244,0.49528,0.3464,1.15233,1.24668,1.17278,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638
221,229482.0,1.25618,1.5649,1.2682,0.60957,0.46317,0.49525,0.34675,1.15294,1.24685,1.17324,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
222,230521.0,1.2564,1.56539,1.26814,0.61054,0.46091,0.49535,0.34668,1.15321,1.24696,1.17337,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242
223,231556.0,1.25626,1.56468,1.26799,0.5997,0.46552,0.49486,0.34669,1.153,1.24624,1.17334,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
224,232596.0,1.2577,1.5705,1.26838,0.60599,0.46426,0.49485,0.34669,1.15288,1.24592,1.17331,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846
225,233635.0,1.25569,1.56666,1.26726,0.61012,0.46188,0.49486,0.34692,1.15277,1.24584,1.17329,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
226,234673.0,1.25418,1.5638,1.26647,0.60126,0.46554,0.49522,0.34734,1.15397,1.24579,1.17376,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
227,235711.0,1.2565,1.5615,1.26673,0.60325,0.46614,0.49522,0.34751,1.15304,1.24499,1.17298,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
228,236742.0,1.25556,1.56304,1.26545,0.60315,0.46337,0.49493,0.34723,1.15305,1.24514,1.17304,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054
229,237780.0,1.25532,1.56281,1.26678,0.60199,0.46434,0.49584,0.34777,1.15312,1.24434,1.17285,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
230,238809.0,1.25394,1.56107,1.26561,0.60789,0.46253,0.49675,0.34802,1.1521,1.24419,1.17218,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658
231,239848.0,1.25342,1.55879,1.26531,0.60642,0.4651,0.4969,0.34837,1.15174,1.24358,1.1715,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
232,240882.0,1.25436,1.56114,1.26718,0.6064,0.46785,0.49732,0.3484,1.15122,1.24336,1.17128,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262
233,241921.0,1.25401,1.55987,1.26707,0.60807,0.46302,0.49642,0.34825,1.15096,1.24327,1.17107,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
234,242958.0,1.25188,1.5602,1.26488,0.5998,0.46853,0.4969,0.3487,1.15093,1.24253,1.17136,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
235,243990.0,1.25449,1.55691,1.26579,0.59999,0.46978,0.49727,0.34894,1.15053,1.24205,1.17135,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
236,245027.0,1.25358,1.5562,1.2649,0.60406,0.46836,0.49788,0.34905,1.15033,1.24102,1.1709,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
237,246062.0,1.25188,1.55561,1.26469,0.61405,0.46392,0.49777,0.3491,1.15038,1.24151,1.17053,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
238,247094.0,1.25227,1.55851,1.26419,0.61613,0.46482,0.49863,0.3489,1.15026,1.2411,1.17045,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074
239,248129.0,1.25051,1.55626,1.26499,0.61398,0.46603,0.49851,0.34912,1.15006,1.24068,1.17024,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
240,249163.0,1.25168,1.55251,1.26356,0.61756,0.46251,0.49802,0.34868,1.14987,1.24081,1.16986,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678
241,250203.0,1.25143,1.55515,1.26477,0.61931,0.46023,0.49754,0.34867,1.15016,1.24109,1.16987,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
242,251235.0,1.25218,1.55298,1.26419,0.6192,0.4603,0.49775,0.34869,1.1506,1.24112,1.17009,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282
243,252265.0,1.25117,1.55162,1.26328,0.6159,0.46217,0.49863,0.34917,1.14976,1.24039,1.16952,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
244,253298.0,1.25287,1.55494,1.26403,0.61515,0.46218,0.49822,0.34922,1.14938,1.23967,1.16951,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886
245,254332.0,1.25033,1.55485,1.26346,0.61986,0.46019,0.49852,0.34941,1.14915,1.23907,1.16948,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
246,255367.0,1.25168,1.55088,1.26288,0.61578,0.46282,0.49881,0.34935,1.1488,1.23897,1.16913,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
247,256396.0,1.2495,1.55342,1.26397,0.61501,0.46333,0.49915,0.34983,1.1487,1.23932,1.1689,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
248,257424.0,1.25041,1.54893,1.26251,0.61551,0.46535,0.49985,0.34994,1.14823,1.23866,1.16886,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
249,258461.0,1.24903,1.5474,1.26235,0.61709,0.4648,0.49992,0.34994,1.14841,1.23813,1.16916,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
250,259498.0,1.24835,1.54657,1.26263,0.61681,0.4653,0.50036,0.34987,1.14871,1.238,1.16913,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
251,260531.0,1.249,1.54563,1.26226,0.62635,0.46046,0.50014,0.34974,1.14865,1.2379,1.16899,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
252,261569.0,1.24988,1.54815,1.26219,0.62519,0.46023,0.49966,0.34949,1.14874,1.23859,1.16861,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
253,262608.0,1.24963,1.54969,1.26349,0.62512,0.45984,0.49967,0.34927,1.14869,1.2382,1.16868,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
254,263642.0,1.24793,1.5458,1.26134,0.61855,0.46229,0.49954,0.34944,1.14901,1.23773,1.16908,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
255,264678.0,1.24811,1.54549,1.26137,0.61853,0.46152,0.49942,0.34947,1.14869,1.23785,1.16859,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
256,265707.0,1.24687,1.54234,1.26157,0.62625,0.45835,0.49975,0.34985,1.14889,1.23807,1.16892,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
257,266736.0,1.24532,1.54368,1.26046,0.62137,0.46094,0.50047,0.35036,1.14914,1.23834,1.16911,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
258,267767.0,1.24501,1.54226,1.25937,0.62314,0.46075,0.5001,0.35005,1.14924,1.23719,1.16912,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
259,268804.0,1.24655,1.54374,1.26131,0.62095,0.46197,0.50068,0.35042,1.14891,1.23704,1.16889,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
260,269841.0,1.24749,1.54399,1.26095,0.61894,0.463,0.5009,0.35075,1.14824,1.2365,1.16846,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718
